name,BRI,gri,g'r'i'
SDSS-II SN 1406,False,False,True
PS1-10aj,False,True,False
SDSS-II SN 21711,False,False,True
SDSS-II SN 17737,False,False,True
SDSS-II SN 19721,False,False,True
SDSS-II SN 20555,False,False,True
SDSS-II SN 18344,False,False,True
SDSS-II SN 7317,False,False,True
SN2006qg,False,False,True
SN2003iv,True,False,False
SDSS-II SN 20398,False,False,True
SDSS-II SN 12982,False,False,True
ASASSN-15ti,False,True,False
SDSS-II SN 7939,False,False,True
Gaia15adk,False,True,False
SDSS-II SN 13458,False,False,True
SDSS-II SN 18914,False,False,True
SDSS-II SN 16420,False,False,True
SDSS-II SN 20313,False,False,True
SDSS-II SN 18635,False,False,True
SNLS-04D2ae,False,True,False
SDSS-II SN 11730,False,False,True
SDSS-II SN 19004,False,False,True
SDSS-II SN 18746,False,False,True
SN2005gi,False,False,True
SN2004dk,True,False,False
SDSS-II SN 13864,False,False,True
SDSS-II SN 18139,False,False,True
SDSS-II SN 20542,False,False,True
SDSS-II SN 14811,False,False,True
SDSS-II SN 18191,False,False,True
SDSS-II SN 18316,False,False,True
SDSS-II SN 13330,False,False,True
SDSS-II SN 19372,False,False,True
SDSS-II SN 14496,False,False,True
SDSS-II SN 20682,False,False,True
SDSS-II SN 20576,False,False,True
SDSS-II SN 20263,False,False,True
SDSS-II SN 8264,False,False,True
SN2010dm,False,True,False
SDSS-II SN 3205,False,False,True
SDSS-II SN 20276,False,False,True
SDSS-II SN 12827,False,False,True
SDSS-II SN 1286,False,False,True
SDSS-II SN 19414,False,False,True
PSN J02524671+4656470,False,True,False
LSQ13zm,False,True,False
SDSS-II SN 19470,False,False,True
SDSS-II SN 13319,False,False,True
SDSS-II SN 19848,False,False,True
iPTF13bvn,True,True,False
SN2005fd,False,False,True
SN2006ba,False,True,False
SN2007ph,False,False,True
SDSS-II SN 18229,False,False,True
SDSS-II SN 20684,False,False,True
SDSS-II SN 19587,False,False,True
SDSS-II SN 14547,False,False,True
SDSS-II SN 20596,False,False,True
SN2006pw,False,False,True
SN2007ci,True,False,False
SN2001C,True,False,False
SDSS-II SN 18812,False,False,True
SDSS-II SN 21185,False,False,True
SN2006hm,False,False,True
SDSS-II SN 2063,False,False,True
SN2007li,False,False,True
SDSS-II SN 13336,False,False,True
SDSS-II SN 14250,False,False,True
SN2007as,False,True,False
SN2003D,True,False,False
SDSS-II SN 18689,False,False,True
SN2006kp,False,False,True
SN2007ix,False,False,True
SDSS-II SN 7811,False,False,True
SN2016gfr,False,True,False
SDSS-II SN 21566,False,False,True
SDSS-II SN 5976,False,False,True
SDSS-II SN 19560,False,False,True
SDSS-II SN 17777,False,False,True
SDSS-II SN 18387,False,False,True
SN1992bc,True,False,False
SN2005gh,False,False,True
SDSS-II SN 18629,False,False,True
SDSS-II SN 16193,False,False,True
SDSS-II SN 19825,False,False,True
SNLS-05D1cl,False,True,False
SNLS-04D3ez,False,True,False
SDSS-II SN 1981,False,False,True
SDSS-II SN 3888,False,False,True
SDSS-II SN 17729,False,False,True
SDSS-II SN 17976,False,False,True
SDSS-II SN 20930,False,False,True
SNLS-04D1ag,False,True,False
SDSS-II SN 15777,False,False,True
PS15sg,False,True,False
SDSS-II SN 14310,False,False,True
SDSS-II SN 17341,False,False,True
SDSS-II SN 10517,False,False,True
SDSS-II SN 16410,False,False,True
SDSS-II SN 4145,False,False,True
SN2016hhv,False,True,False
SN2007hw,False,False,True
SN2010fs,False,True,False
SDSS-II SN 4259,False,False,True
SDSS-II SN 20781,False,False,True
SN2006gg,False,False,True
SN1995E,True,False,False
SDSS-II SN 21872,False,False,True
SDSS-II SN 9424,False,False,True
SDSS-II SN 13510,False,False,True
SDSS-II SN 15464,False,False,True
SDSS-II SN 15586,False,False,True
SDSS-II SN 5747,False,False,True
SDSS-II SN 19468,False,False,True
SNLS-06D2cb,False,True,False
SDSS-II SN 14733,False,False,True
SN2006ph,False,False,True
SDSS-II SN 20082,False,False,True
SDSS-II SN 13776,False,False,True
SN2006V,False,False,True
SDSS-II SN 6116,False,False,True
SN2002cr,True,False,False
SDSS-II SN 5597,False,False,True
SDSS-II SN 15119,False,False,True
SN2017me,False,True,False
SDSS-II SN 9372,False,False,True
SDSS-II SN 21576,False,False,True
SN2016ajf,False,True,False
SN2016ccj,False,True,False
SNLS-05D4bi,False,True,False
SDSS-II SN 19319,False,False,True
SDSS-II SN 18630,False,False,True
SDSS-II SN 18288,False,False,True
SDSS-II SN 15855,False,False,True
SNLS-05D4bj,False,True,False
SDSS-II SN 20916,False,False,True
SDSS-II SN 20727,False,False,True
SDSS-II SN 8651,False,False,True
SDSS-II SN 18774,False,False,True
SDSS-II SN 18365,False,False,True
LSQ12blp,False,True,False
SDSS-II SN 21492,False,False,True
SDSS-II SN 1783,False,False,True
SN2006js,False,False,True
SDSS-II SN 20663,False,False,True
SN2009ls,True,False,False
SN2006T,False,True,False
SDSS-II SN 20178,False,False,True
CSS141118:092034+504148,True,True,False
Gaia16awn,True,False,False
SDSS-II SN 1355,False,False,True
SDSS-II SN 14375,False,False,True
SDSS-II SN 9563,False,False,True
SDSS-II SN 18243,False,False,True
SDSS-II SN 15265,False,False,True
SN2006pb,False,False,True
SDSS-II SN 16645,False,False,True
SDSS-II SN 18598,False,False,True
SDSS-II SN 3191,False,False,True
SDSS-II SN 14430,False,False,True
SDSS-II SN 7539,False,False,True
SN2005ft,False,False,True
SDSS-II SN 7205,False,False,True
SNLS-04D4ih,False,True,False
SDSS-II SN 5352,False,False,True
SNLS-04D4bk,False,True,False
SN2015K,False,True,False
SN2017cfb,False,True,False
SN2006jt,False,False,True
SN2006fl,False,False,True
SDSS-II SN 5758,False,False,True
SDSS-II SN 15257,False,False,True
SDSS-II SN 5802,False,False,True
ESSENCEq022,False,False,True
SN2016cvv,False,True,False
SDSS-II SN 13461,False,False,True
Gaia14aat,False,True,False
SN2006jl,False,False,True
SDSS-II SN 17999,False,False,True
SN2005ei,False,False,True
iPTF17fs,False,True,False
SN2016czc,False,True,False
SDSS-II SN 17620,False,False,True
SDSS-II SN 20656,False,False,True
SDSS-II SN 18971,False,False,True
SDSS-II SN 14908,False,False,True
SDSS-II SN 6300,False,False,True
SDSS-II SN 13777,False,False,True
SNLS-04D3mk,False,True,False
SDSS-II SN 16972,False,False,True
SDSS-II SN 20065,False,False,True
SDSS-II SN 18333,False,False,True
SDSS-II SN 18324,False,False,True
SDSS-II SN 13834,False,False,True
SDSS-II SN 17527,False,False,True
SN2007jb,False,False,True
SDSS-II SN 14860,False,False,True
SDSS-II SN 5427,False,False,True
SDSS-II SN 13903,False,False,True
SN2007kq,False,False,True
SN2005dp,True,False,False
SDSS-II SN 4044,False,False,True
SN1996X,True,False,False
SDSS-II SN 18934,False,False,True
SDSS-II SN 3518,False,False,True
SDSS-II SN 18076,False,False,True
SDSS-II SN 21783,False,False,True
SDSS-II SN 8114,False,False,True
SDSS-II SN 16975,False,False,True
SN2009N,True,False,True
SDSS-II SN 21424,False,False,True
SDSS-II SN 3589,False,False,True
SDSS-II SN 3656,False,False,True
SNLS-04D4fu,False,True,False
SDSS-II SN 15239,False,False,True
SDSS-II SN 1504,False,False,True
ASASSN-15oh,False,True,False
SDSS-II SN 9567,False,False,True
SDSS-II SN 13566,False,False,True
SDSS-II SN 5781,False,False,True
SN1990T,True,False,False
SDSS-II SN 20244,False,False,True
SDSS-II SN 2225,False,False,True
SDSS-II SN 19125,False,False,True
SDSS-II SN 14574,False,False,True
SDSS-II SN 4480,False,False,True
ASASSN-15pr,False,True,False
SDSS-II SN 18346,False,False,True
SDSS-II SN 13620,False,False,True
SDSS-II SN 14524,False,False,True
SN2016bfc,False,True,False
SN2004dn,True,False,False
SDSS-II SN 19112,False,False,True
SDSS-II SN 20953,False,False,True
SDSS-II SN 5986,False,False,True
SDSS-II SN 20362,False,False,True
SDSS-II SN 20948,False,False,True
SDSS-II SN 696,False,False,True
SDSS-II SN 2551,False,False,True
SN2007ng,False,False,True
SN2005jg,False,False,True
SDSS-II SN 21466,False,False,True
SDSS-II SN 20131,False,False,True
SDSS-II SN 2244,False,False,True
SDSS-II SN 15468,False,False,True
SN2006kw,False,False,True
SDSS-II SN 3560,False,False,True
SN2016gmb,False,True,False
SN2000cb,True,False,False
SDSS-II SN 18224,False,False,True
SDSS-II SN 19769,False,False,True
SDSS-II SN 17205,False,False,True
SN2007ls,False,False,True
SDSS-II SN 19059,False,False,True
SDSS-II SN 19796,False,False,True
SDSS-II SN 1998,False,False,True
SDSS-II SN 21702,False,False,True
SDSS-II SN 5812,False,False,True
SDSS-II SN 21582,False,False,True
SDSS-II SN 14211,False,False,True
SDSS-II SN 7968,False,False,True
SN2008bc,False,True,False
SN2005jq,False,False,True
PS1-10awh,False,True,False
SNLS-04D1ow,False,True,False
SDSS-II SN 20778,False,False,True
SDSS-II SN 20502,False,False,True
SDSS-II SN 16940,False,False,True
SDSS-II SN 18703,False,False,True
SN2016hot,False,True,False
SDSS-II SN 11120,False,False,True
SDSS-II SN 16711,False,False,True
SDSS-II SN 16570,False,False,True
SNLS-05D1hm,False,True,False
SDSS-II SN 14972,False,False,True
SDSS-II SN 17874,False,False,True
SDSS-II SN 20956,False,False,True
SN2003he,True,False,False
SDSS-II SN 14081,False,False,True
SDSS-II SN 15293,False,False,True
SDSS-II SN 15104,False,False,True
SN2016ghq,False,True,False
SN2005jn,False,False,True
SN2006sy,False,False,True
SDSS-II SN 5963,False,False,True
SDSS-II SN 17748,False,False,True
SN2001X,True,False,False
SN2004aw,True,False,False
SDSS-II SN 16749,False,False,True
SN2007pr,False,False,True
SDSS-II SN 6696,False,False,True
SDSS-II SN 13688,False,False,True
SN2016eay,True,True,False
SN2017cgr,False,True,False
SDSS-II SN 5247,False,False,True
SDSS-II SN 5359,False,False,True
PS1-1000007,False,True,False
SN2005ex,False,False,True
SDSS-II SN 13177,False,False,True
SDSS-II SN 1686,False,False,True
SDSS-II SN 15623,False,False,True
SDSS-II SN 10113,False,False,True
SDSS-II SN 21682,False,False,True
SDSS-II SN 7840,False,False,True
SDSS-II SN 19062,False,False,True
SDSS-II SN 13853,False,False,True
SDSS-II SN 19763,False,False,True
SN2005eg,False,False,True
SDSS-II SN 5689,False,False,True
SDSS-II SN 15487,False,False,True
SN2006fn,False,False,True
SN2006mn,False,False,True
SN2005jh,False,False,True
SDSS-II SN 21413,False,False,True
SDSS-II SN 13184,False,False,True
SN1993K,True,False,False
SDSS-II SN 17606,False,False,True
SDSS-II SN 4655,False,False,True
SN1998ef,True,False,False
SDSS-II SN 21128,False,False,True
SDSS-II SN 5384,False,False,True
SDSS-II SN 20917,False,False,True
SN2008am,False,False,True
SDSS-II SN 14452,False,False,True
SDSS-II SN 21289,False,False,True
SN2003id,True,False,False
SN2007om,False,False,True
SNLS-03D1aw,False,True,False
SDSS-II SN 15121,False,False,True
SDSS-II SN 21322,False,False,True
SN2004E,True,False,False
SDSS-II SN 16138,False,False,True
SDSS-II SN 18783,False,False,True
SDSS-II SN 6501,False,False,True
SDSS-II SN 21354,False,False,True
SN2007rp,False,False,True
SDSS-II SN 20705,False,False,True
SDSS-II SN 16408,False,False,True
SDSS-II SN 10742,False,False,True
ASASSN-15ss,False,True,False
SN2007lg,False,False,True
SDSS-II SN 20433,False,False,True
SDSS-II SN 17759,False,False,True
SDSS-II SN 7575,False,False,True
SN1998Q,True,False,False
SDSS-II SN 13867,False,False,True
SDSS-II SN 20742,False,False,True
SN2004fe,False,True,False
SDSS-II SN 4530,False,False,True
SDSS-II SN 17829,False,False,True
SDSS-II SN 6530,False,False,True
SDSS-II SN 14087,False,False,True
SDSS-II SN 13924,False,False,True
SDSS-II SN 13411,False,False,True
SDSS-II SN 17408,False,False,True
SDSS-II SN 18970,False,False,True
SN2006jk,False,False,True
SDSS-II SN 5254,False,False,True
SDSS-II SN 17953,False,False,True
PS1-10acx,False,True,False
SDSS-II SN 4236,False,False,True
SDSS-II SN 15769,False,False,True
ASASSN-15pm,False,True,False
SDSS-II SN 14513,False,False,True
SDSS-II SN 9218,False,False,True
SDSS-II SN 18946,False,False,True
SDSS-II SN 6992,False,False,True
PS1-11ajs,False,True,False
SN2007sf,False,False,True
SDSS-II SN 17899,False,False,True
SDSS-II SN 20541,False,False,True
PS15cut,False,True,False
SDSS-II SN 18951,False,False,True
SNLS-03D4fd,False,True,False
SDSS-II SN 18216,False,False,True
SDSS-II SN 8605,False,False,True
SDSS-II SN 21496,False,False,True
Gaia15abz,False,True,False
SDSS-II SN 1166,False,False,True
SDSS-II SN 21290,False,False,True
SN2006kh,False,False,True
SDSS-II SN 20908,False,False,True
Gaia15aaa,False,True,False
SDSS-II SN 6291,False,False,True
PS15cwx,False,True,False
SNLS-06D3gn,False,True,False
SDSS-II SN 11533,False,False,True
SDSS-II SN 9258,False,False,True
SDSS-II SN 21019,False,False,True
SDSS-II SN 13460,False,False,True
SDSS-II SN 2347,False,False,True
SNLS-05D3cf,False,True,False
SNLS-03D4di,False,True,False
SDSS-II SN 16023,False,False,True
SDSS-II SN 4757,False,False,True
SDSS-II SN 15206,False,False,True
SDSS-II SN 19526,False,False,True
SN2004dj,True,False,False
SDSS-II SN 14894,False,False,True
SDSS-II SN 5933,False,False,True
SDSS-II SN 17890,False,False,True
SDSS-II SN 5230,False,False,True
ASASSN-15lu,False,True,False
SN2006gm,False,False,True
SDSS-II SN 2181,False,False,True
SDSS-II SN 16391,False,False,True
SN2001E,True,False,False
SDSS-II SN 21409,False,False,True
SDSS-II SN 20702,False,False,True
SN2005gx,False,False,True
SDSS-II SN 4915,False,False,True
SDSS-II SN 18624,False,False,True
SDSS-II SN 20806,False,False,True
SDSS-II SN 20589,False,False,True
SN2213-1745,False,False,True
SN2006fw,False,True,True
SN2007kn,False,False,True
SDSS-II SN 3290,False,False,True
SDSS-II SN 1109,False,False,True
PTF13bdl,False,True,False
SN2006pa,False,False,True
SN2007sl,False,False,True
SDSS-II SN 21735,False,False,True
SDSS-II SN 20150,False,False,True
SDSS-II SN 15407,False,False,True
SDSS-II SN 18290,False,False,True
SN2006ny,False,False,True
SDSS-II SN 15345,False,False,True
SDSS-II SN 22282,False,False,True
SDSS-II SN 6914,False,False,True
SDSS-II SN 21798,False,False,True
SDSS-II SN 5052,False,False,True
SDSS-II SN 15055,False,False,True
SNLS-05D2ab,False,True,False
SDSS-II SN 20215,False,False,True
SDSS-II SN 16640,False,False,True
SDSS-II SN 13720,False,False,True
SDSS-II SN 2351,False,False,True
SN2009jf,True,False,False
SDSS-II SN 14613,False,False,True
SN2007po,False,False,True
SDSS-II SN 14476,False,False,True
SDSS-II SN 20870,False,False,True
SDSS-II SN 14327,False,False,True
SDSS-II SN 18124,False,False,True
SN2006pj,False,False,True
SDSS-II SN 13344,False,False,True
SDSS-II SN 18382,False,False,True
SDSS-II SN 13477,False,False,True
SDSS-II SN 13096,False,False,True
SDSS-II SN 18082,False,False,True
SDSS-II SN 6903,False,False,True
SDSS-II SN 14483,False,False,True
SN2007mt,False,False,True
SDSS-II SN 13813,False,False,True
SDSS-II SN 17967,False,False,True
SDSS-II SN 6458,False,False,True
SDSS-II SN 19061,False,False,True
SDSS-II SN 16282,False,False,True
SDSS-II SN 19546,False,False,True
SN2016glp,False,True,False
SDSS-II SN 4539,False,False,True
SDSS-II SN 17851,False,False,True
SDSS-II SN 6883,False,False,True
SDSS-II SN 8607,False,False,True
SDSS-II SN 1748,False,False,True
SDSS-II SN 15180,False,False,True
SDSS-II SN 19590,False,False,True
SDSS-II SN 20516,False,False,True
SN1996bv,True,False,False
SDSS-II SN 15909,False,False,True
SN2005ll,False,False,True
SDSS-II SN 14660,False,False,True
SNLS-04D2gp,False,True,False
SDSS-II SN 12133,False,False,True
SDSS-II SN 15502,False,False,True
SDSS-II SN 1372,False,False,True
SDSS-II SN 15914,False,False,True
SDSS-II SN 19082,False,False,True
SDSS-II SN 798,False,False,True
SDSS-II SN 14718,False,False,True
SNLS-06D1ab,False,True,False
SDSS-II SN 13833,False,False,True
SDSS-II SN 843,False,False,True
SDSS-II SN 16889,False,False,True
SDSS-II SN 2290,False,False,True
SDSS-II SN 15892,False,False,True
SDSS-II SN 19164,False,False,True
PS1-10pm,False,True,False
SN2003hd,True,False,False
Gaia15aal,True,True,False
SN2006D,True,True,False
SDSS-II SN 19541,False,False,True
SDSS-II SN 16460,False,False,True
SDSS-II SN 16054,False,False,True
SNLS-04D3cy,False,True,False
PTF10fqs,False,True,False
SDSS-II SN 15850,False,False,True
SN2004bg,True,False,False
ASASSN-14lp,False,True,False
SDSS-II SN 18095,False,False,True
SDSS-II SN 6934,False,False,True
SDSS-II SN 13631,False,False,True
SDSS-II SN 22077,False,False,True
SDSS-II SN 22005,False,False,True
SDSS-II SN 19529,False,False,True
SDSS-II SN 20561,False,False,True
SN2005il,False,False,True
SDSS-II SN 4578,False,False,True
SN2000bh,True,False,False
SDSS-II SN 15940,False,False,True
SDSS-II SN 15376,False,False,True
SDSS-II SN 6703,False,False,True
SN2005gy,False,False,True
SNLS-04D4hu,False,True,False
SDSS-II SN 1551,False,False,True
SDSS-II SN 20357,False,False,True
SDSS-II SN 17114,False,False,True
SDSS-II SN 20088,False,False,True
SDSS-II SN 7728,False,False,True
SN2006br,False,True,False
SN2007pv,False,False,True
SN2006jp,False,False,True
SDSS-II SN 13995,False,False,True
SDSS-II SN 7699,False,False,True
SDSS-II SN 14675,False,False,True
SN2006jc,True,False,False
SNLS-05D3ci,False,True,False
SDSS-II SN 9269,False,False,True
SDSS-II SN 1991,False,False,True
SN2003fi,False,True,False
SN2006nw,False,False,True
SDSS-II SN 15062,False,False,True
SDSS-II SN 18917,False,False,True
SDSS-II SN 14165,False,False,True
SN2005mh,False,False,True
SDSS-II SN 15699,False,False,True
SDSS-II SN 5978,False,False,True
SN2006iz,False,False,True
SDSS-II SN 5407,False,False,True
SN1994I,True,False,False
SDSS-II SN 19072,False,False,True
SDSS-II SN 11192,False,False,True
SDSS-II SN 13027,False,False,True
SDSS-II SN 13101,False,False,True
SDSS-II SN 18662,False,False,True
SDSS-II SN 12864,False,False,True
SDSS-II SN 1810,False,False,True
SDSS-II SN 18123,False,False,True
SNLS-05D2my,False,True,False
SN2006qb,False,False,True
SN2016grz,False,True,False
SN1998co,True,False,False
PSN J22223287-1852243,False,True,False
SN2016ayf,False,True,False
SDSS-II SN 687,False,False,True
SDSS-II SN 15793,False,False,True
SN2013hy,False,True,False
SDSS-II SN 17068,False,False,True
SN2007ai,False,True,False
SDSS-II SN 20280,False,False,True
SDSS-II SN 6055,False,False,True
SN2007qf,False,False,True
SDSS-II SN 18286,False,False,True
SDSS-II SN 20272,False,False,True
SDSS-II SN 16212,False,False,True
SDSS-II SN 16873,False,False,True
SDSS-II SN 19565,False,False,True
SDSS-II SN 5704,False,False,True
SDSS-II SN 22110,False,False,True
SDSS-II SN 15227,False,False,True
SDSS-II SN 13272,False,False,True
PTF11dec,False,True,False
PS1-14bj,False,True,False
SDSS-II SN 21401,False,False,True
SDSS-II SN 21652,False,False,True
SDSS-II SN 15806,False,False,True
SDSS-II SN 15660,False,False,True
SDSS-II SN 19141,False,False,True
SDSS-II SN 18218,False,False,True
SN1999cw,True,False,False
SDSS-II SN 3871,False,False,True
SDSS-II SN 7851,False,False,True
SDSS-II SN 11523,False,False,True
SDSS-II SN 20246,False,False,True
